county,date,state,vaccination_pct
Autauga,2021-04-03,Alabama,9.5
Baldwin,2021-04-03,Alabama,14.8
Barbour,2021-04-03,Alabama,11.6
Bibb,2021-04-03,Alabama,9.8
Blount,2021-04-03,Alabama,7.9
Bullock,2021-04-03,Alabama,15.5
Butler,2021-04-03,Alabama,11.0
Calhoun,2021-04-03,Alabama,14.3
Chambers,2021-04-03,Alabama,10.1
Cherokee,2021-04-03,Alabama,13.0
Chilton,2021-04-03,Alabama,8.0
Choctaw,2021-04-03,Alabama,18.7
Clarke,2021-04-03,Alabama,17.8
Clay,2021-04-03,Alabama,12.2
Cleburne,2021-04-03,Alabama,10.9
Coffee,2021-04-03,Alabama,11.1
Colbert,2021-04-03,Alabama,14.8
Conecuh,2021-04-03,Alabama,15.1
Coosa,2021-04-03,Alabama,14.4
Covington,2021-04-03,Alabama,10.7
Crenshaw,2021-04-03,Alabama,10.5
Cullman,2021-04-03,Alabama,14.3
Dale,2021-04-03,Alabama,17.4
Dallas,2021-04-03,Alabama,14.8
DeKalb,2021-04-03,Alabama,8.2
Elmore,2021-04-03,Alabama,11.1
Escambia,2021-04-03,Alabama,11.0
Etowah,2021-04-03,Alabama,11.2
Fayette,2021-04-03,Alabama,12.2
Franklin,2021-04-03,Alabama,14.6
Geneva,2021-04-03,Alabama,12.6
Greene,2021-04-03,Alabama,12.4
Hale,2021-04-03,Alabama,19.8
Henry,2021-04-03,Alabama,16.1
Houston,2021-04-03,Alabama,15.1
Jackson,2021-04-03,Alabama,15.8
Jefferson,2021-04-03,Alabama,15.5
Lamar,2021-04-03,Alabama,16.2
Lauderdale,2021-04-03,Alabama,15.8
Lawrence,2021-04-03,Alabama,14.9
Lee,2021-04-03,Alabama,14.5
Limestone,2021-04-03,Alabama,11.7
Lowndes,2021-04-03,Alabama,9.8
Macon,2021-04-03,Alabama,16.2
Madison,2021-04-03,Alabama,15.5
Marengo,2021-04-03,Alabama,17.2
Marion,2021-04-03,Alabama,12.4
Marshall,2021-04-03,Alabama,11.4
Mobile,2021-04-03,Alabama,14.7
Monroe,2021-04-03,Alabama,14.6
Montgomery,2021-04-03,Alabama,13.6
Morgan,2021-04-03,Alabama,13.9
Perry,2021-04-03,Alabama,18.1
Pickens,2021-04-03,Alabama,14.4
Pike,2021-04-03,Alabama,12.9
Randolph,2021-04-03,Alabama,12.5
Russell,2021-04-03,Alabama,8.7
Shelby,2021-04-03,Alabama,8.0
St. Clair,2021-04-03,Alabama,8.9
Sumter,2021-04-03,Alabama,14.5
Talladega,2021-04-03,Alabama,11.3
Tallapoosa,2021-04-03,Alabama,13.8
Tuscaloosa,2021-04-03,Alabama,12.8
Walker,2021-04-03,Alabama,13.3
Washington,2021-04-03,Alabama,15.7
Wilcox,2021-04-03,Alabama,19.5
Winston,2021-04-03,Alabama,7.2
Aleutians East,2021-04-03,Alaska,19.2
Aleutians West,2021-04-03,Alaska,14.6
Anchorage,2021-04-03,Alaska,24.5
Bethel,2021-04-03,Alaska,34.5
Bristol Bay,2021-04-03,Alaska,42.2
Denali,2021-04-03,Alaska,15.5
Dillingham,2021-04-03,Alaska,26.6
Fairbanks North Star,2021-04-03,Alaska,16.5
Haines,2021-04-03,Alaska,43.1
Hoonah-Angoon,2021-04-03,Alaska,41.5
Juneau,2021-04-03,Alaska,24.4
Kenai Peninsula,2021-04-03,Alaska,20.6
Ketchikan Gateway,2021-04-03,Alaska,25.0
Kodiak Island,2021-04-03,Alaska,29.3
Kusilvak Census Area,2021-04-03,Alaska,
Lake and Peninsula,2021-04-03,Alaska,31.6
Matanuska-Susitna,2021-04-03,Alaska,14.7
Nome,2021-04-03,Alaska,43.6
North Slope,2021-04-03,Alaska,20.4
Northwest Arctic,2021-04-03,Alaska,30.5
Petersburg,2021-04-03,Alaska,46.9
Prince of Wales-Hyder,2021-04-03,Alaska,28.5
Sitka,2021-04-03,Alaska,45.9
Skagway,2021-04-03,Alaska,51.6
Southeast Fairbanks,2021-04-03,Alaska,15.7
Valdez-Cordova,2021-04-03,Alaska,25.2
Wrangell,2021-04-03,Alaska,34.5
Yakutat,2021-04-03,Alaska,48.7
Yukon-Koyukuk,2021-04-03,Alaska,40.6
Apache,2021-04-03,Arizona,40.1
Cochise,2021-04-03,Arizona,17.6
Coconino,2021-04-03,Arizona,34.4
Gila,2021-04-03,Arizona,29.2
Graham,2021-04-03,Arizona,21.8
Greenlee,2021-04-03,Arizona,24.6
La Paz,2021-04-03,Arizona,18.6
Maricopa,2021-04-03,Arizona,16.6
Mohave,2021-04-03,Arizona,10.8
Navajo,2021-04-03,Arizona,29.1
Pima,2021-04-03,Arizona,20.7
Pinal,2021-04-03,Arizona,16.3
Santa Cruz,2021-04-03,Arizona,24.9
Yavapai,2021-04-03,Arizona,19.2
Yuma,2021-04-03,Arizona,14.0
Arkansas,2021-04-03,Arkansas,19.1
Ashley,2021-04-03,Arkansas,13.2
Baxter,2021-04-03,Arkansas,14.5
Benton,2021-04-03,Arkansas,11.4
Boone,2021-04-03,Arkansas,13.3
Bradley,2021-04-03,Arkansas,18.4
Calhoun,2021-04-03,Arkansas,12.6
Carroll,2021-04-03,Arkansas,15.8
Chicot,2021-04-03,Arkansas,16.7
Clark,2021-04-03,Arkansas,17.6
Clay,2021-04-03,Arkansas,17.7
Cleburne,2021-04-03,Arkansas,15.5
Cleveland,2021-04-03,Arkansas,19.2
Columbia,2021-04-03,Arkansas,15.0
Conway,2021-04-03,Arkansas,17.5
Craighead,2021-04-03,Arkansas,14.3
Crawford,2021-04-03,Arkansas,12.4
Crittenden,2021-04-03,Arkansas,12.7
Cross,2021-04-03,Arkansas,15.4
Dallas,2021-04-03,Arkansas,18.8
Desha,2021-04-03,Arkansas,19.1
Drew,2021-04-03,Arkansas,16.6
Faulkner,2021-04-03,Arkansas,16.5
Franklin,2021-04-03,Arkansas,17.5
Fulton,2021-04-03,Arkansas,10.3
Garland,2021-04-03,Arkansas,17.0
Grant,2021-04-03,Arkansas,13.1
Greene,2021-04-03,Arkansas,14.6
Hempstead,2021-04-03,Arkansas,7.4
Hot Spring,2021-04-03,Arkansas,14.8
Howard,2021-04-03,Arkansas,16.7
Independence,2021-04-03,Arkansas,11.8
Izard,2021-04-03,Arkansas,13.7
Jackson,2021-04-03,Arkansas,14.6
Jefferson,2021-04-03,Arkansas,12.7
Johnson,2021-04-03,Arkansas,14.5
Lafayette,2021-04-03,Arkansas,12.6
Lawrence,2021-04-03,Arkansas,13.6
Lee,2021-04-03,Arkansas,11.7
Lincoln,2021-04-03,Arkansas,10.6
Little River,2021-04-03,Arkansas,9.7
Logan,2021-04-03,Arkansas,14.6
Lonoke,2021-04-03,Arkansas,13.4
Madison,2021-04-03,Arkansas,11.1
Marion,2021-04-03,Arkansas,9.7
Miller,2021-04-03,Arkansas,3.7
Mississippi,2021-04-03,Arkansas,11.0
Monroe,2021-04-03,Arkansas,14.4
Montgomery,2021-04-03,Arkansas,17.3
Nevada,2021-04-03,Arkansas,10.4
Newton,2021-04-03,Arkansas,11.5
Ouachita,2021-04-03,Arkansas,15.7
Perry,2021-04-03,Arkansas,17.3
Phillips,2021-04-03,Arkansas,13.6
Pike,2021-04-03,Arkansas,13.0
Poinsett,2021-04-03,Arkansas,13.3
Polk,2021-04-03,Arkansas,9.3
Pope,2021-04-03,Arkansas,15.8
Prairie,2021-04-03,Arkansas,11.5
Pulaski,2021-04-03,Arkansas,19.8
Randolph,2021-04-03,Arkansas,10.4
Saline,2021-04-03,Arkansas,16.6
Scott,2021-04-03,Arkansas,12.5
Searcy,2021-04-03,Arkansas,13.8
Sebastian,2021-04-03,Arkansas,12.2
Sevier,2021-04-03,Arkansas,10.3
Sharp,2021-04-03,Arkansas,11.4
St. Francis,2021-04-03,Arkansas,16.8
Stone,2021-04-03,Arkansas,15.0
Union,2021-04-03,Arkansas,12.8
Van Buren,2021-04-03,Arkansas,15.4
Washington,2021-04-03,Arkansas,14.5
White,2021-04-03,Arkansas,13.9
Woodruff,2021-04-03,Arkansas,18.8
Yell,2021-04-03,Arkansas,15.9
Alameda,2021-04-03,California,21.9
Alpine,2021-04-03,California,
Amador,2021-04-03,California,16.5
Butte,2021-04-03,California,18.3
Calaveras,2021-04-03,California,19.2
Colusa,2021-04-03,California,13.4
Contra Costa,2021-04-03,California,22.5
Del Norte,2021-04-03,California,11.2
El Dorado,2021-04-03,California,18.0
Fresno,2021-04-03,California,15.1
Glenn,2021-04-03,California,15.3
Humboldt,2021-04-03,California,18.6
Imperial,2021-04-03,California,14.1
Inyo,2021-04-03,California,
Kern,2021-04-03,California,12.0
Kings,2021-04-03,California,8.8
Lake,2021-04-03,California,20.4
Lassen,2021-04-03,California,12.3
Los Angeles,2021-04-03,California,16.6
Madera,2021-04-03,California,14.1
Marin,2021-04-03,California,29.7
Mariposa,2021-04-03,California,
Mendocino,2021-04-03,California,23.7
Merced,2021-04-03,California,10.5
Modoc,2021-04-03,California,
Mono,2021-04-03,California,
Monterey,2021-04-03,California,14.3
Napa,2021-04-03,California,24.1
Nevada,2021-04-03,California,19.1
Orange,2021-04-03,California,16.5
Placer,2021-04-03,California,21.1
Plumas,2021-04-03,California,
Riverside,2021-04-03,California,14.2
Sacramento,2021-04-03,California,16.1
San Benito,2021-04-03,California,12.3
San Bernardino,2021-04-03,California,12.8
San Diego,2021-04-03,California,14.8
San Francisco,2021-04-03,California,23.1
San Joaquin,2021-04-03,California,13.5
San Luis Obispo,2021-04-03,California,15.7
San Mateo,2021-04-03,California,22.8
Santa Barbara,2021-04-03,California,16.9
Santa Clara,2021-04-03,California,18.6
Santa Cruz,2021-04-03,California,21.5
Shasta,2021-04-03,California,13.1
Sierra,2021-04-03,California,
Siskiyou,2021-04-03,California,19.8
Solano,2021-04-03,California,16.0
Sonoma,2021-04-03,California,23.5
Stanislaus,2021-04-03,California,13.3
Sutter,2021-04-03,California,16.5
Tehama,2021-04-03,California,10.2
Trinity,2021-04-03,California,
Tulare,2021-04-03,California,13.0
Tuolumne,2021-04-03,California,22.7
Ventura,2021-04-03,California,18.7
Yolo,2021-04-03,California,20.0
Yuba,2021-04-03,California,11.0
Adams,2021-04-03,Colorado,6.7
Alamosa,2021-04-03,Colorado,9.2
Arapahoe,2021-04-03,Colorado,8.0
Archuleta,2021-04-03,Colorado,12.4
Baca,2021-04-03,Colorado,6.1
Bent,2021-04-03,Colorado,2.9
Boulder,2021-04-03,Colorado,10.2
Broomfield,2021-04-03,Colorado,10.3
Chaffee,2021-04-03,Colorado,12.2
Cheyenne,2021-04-03,Colorado,4.5
Clear Creek,2021-04-03,Colorado,8.1
Conejos,2021-04-03,Colorado,12.1
Costilla,2021-04-03,Colorado,15.3
Crowley,2021-04-03,Colorado,3.4
Custer,2021-04-03,Colorado,8.3
Delta,2021-04-03,Colorado,11.0
Denver,2021-04-03,Colorado,7.8
Dolores,2021-04-03,Colorado,10.4
Douglas,2021-04-03,Colorado,9.5
Eagle,2021-04-03,Colorado,13.9
El Paso,2021-04-03,Colorado,11.2
Elbert,2021-04-03,Colorado,6.8
Fremont,2021-04-03,Colorado,8.5
Garfield,2021-04-03,Colorado,8.2
Gilpin,2021-04-03,Colorado,9.3
Grand,2021-04-03,Colorado,8.7
Gunnison,2021-04-03,Colorado,11.7
Hinsdale,2021-04-03,Colorado,15.0
Huerfano,2021-04-03,Colorado,11.7
Jackson,2021-04-03,Colorado,7.5
Jefferson,2021-04-03,Colorado,10.8
Kiowa,2021-04-03,Colorado,5.9
Kit Carson,2021-04-03,Colorado,6.7
La Plata,2021-04-03,Colorado,18.6
Lake,2021-04-03,Colorado,8.7
Larimer,2021-04-03,Colorado,10.5
Las Animas,2021-04-03,Colorado,10.1
Lincoln,2021-04-03,Colorado,8.2
Logan,2021-04-03,Colorado,6.1
Mesa,2021-04-03,Colorado,13.3
Mineral,2021-04-03,Colorado,12.4
Moffat,2021-04-03,Colorado,4.1
Montezuma,2021-04-03,Colorado,16.4
Montrose,2021-04-03,Colorado,16.6
Morgan,2021-04-03,Colorado,8.0
Otero,2021-04-03,Colorado,8.1
Ouray,2021-04-03,Colorado,23.3
Park,2021-04-03,Colorado,9.3
Phillips,2021-04-03,Colorado,6.6
Pitkin,2021-04-03,Colorado,10.6
Prowers,2021-04-03,Colorado,6.2
Pueblo,2021-04-03,Colorado,8.6
Rio Blanco,2021-04-03,Colorado,6.2
Rio Grande,2021-04-03,Colorado,12.2
Routt,2021-04-03,Colorado,13.9
Saguache,2021-04-03,Colorado,4.5
San Juan,2021-04-03,Colorado,7.3
San Miguel,2021-04-03,Colorado,17.2
Sedgwick,2021-04-03,Colorado,8.8
Summit,2021-04-03,Colorado,11.7
Teller,2021-04-03,Colorado,8.4
Washington,2021-04-03,Colorado,4.9
Weld,2021-04-03,Colorado,7.3
Yuma,2021-04-03,Colorado,5.3
Fairfield,2021-04-03,Connecticut,19.2
Hartford,2021-04-03,Connecticut,22.2
Litchfield,2021-04-03,Connecticut,23.5
Middlesex,2021-04-03,Connecticut,27.8
New Haven,2021-04-03,Connecticut,22.8
New London,2021-04-03,Connecticut,25.0
Tolland,2021-04-03,Connecticut,21.2
Windham,2021-04-03,Connecticut,20.3
Kent,2021-04-03,Delaware,14.0
New Castle,2021-04-03,Delaware,15.7
Sussex,2021-04-03,Delaware,23.0
District of Columbia,2021-04-03,District of Columbia,14.6
Alachua,2021-04-03,Florida,21.1
Baker,2021-04-03,Florida,10.0
Bay,2021-04-03,Florida,15.7
Bradford,2021-04-03,Florida,11.3
Brevard,2021-04-03,Florida,17.2
Broward,2021-04-03,Florida,16.1
Calhoun,2021-04-03,Florida,13.4
Charlotte,2021-04-03,Florida,22.7
Citrus,2021-04-03,Florida,21.0
Clay,2021-04-03,Florida,13.5
Collier,2021-04-03,Florida,23.0
Columbia,2021-04-03,Florida,13.8
DeSoto,2021-04-03,Florida,10.7
Dixie,2021-04-03,Florida,12.1
Duval,2021-04-03,Florida,17.0
Escambia,2021-04-03,Florida,16.7
Flagler,2021-04-03,Florida,22.6
Franklin,2021-04-03,Florida,20.2
Gadsden,2021-04-03,Florida,18.1
Gilchrist,2021-04-03,Florida,11.9
Glades,2021-04-03,Florida,9.6
Gulf,2021-04-03,Florida,19.0
Hamilton,2021-04-03,Florida,12.1
Hardee,2021-04-03,Florida,9.2
Hendry,2021-04-03,Florida,8.6
Hernando,2021-04-03,Florida,16.6
Highlands,2021-04-03,Florida,15.1
Hillsborough,2021-04-03,Florida,13.6
Holmes,2021-04-03,Florida,10.9
Indian River,2021-04-03,Florida,24.3
Jackson,2021-04-03,Florida,16.4
Jefferson,2021-04-03,Florida,27.0
Lafayette,2021-04-03,Florida,14.1
Lake,2021-04-03,Florida,21.5
Lee,2021-04-03,Florida,17.4
Leon,2021-04-03,Florida,17.4
Levy,2021-04-03,Florida,13.6
Liberty,2021-04-03,Florida,12.2
Madison,2021-04-03,Florida,16.7
Manatee,2021-04-03,Florida,17.0
Marion,2021-04-03,Florida,18.6
Martin,2021-04-03,Florida,23.5
Miami-Dade,2021-04-03,Florida,16.5
Monroe,2021-04-03,Florida,20.0
Nassau,2021-04-03,Florida,22.4
Okaloosa,2021-04-03,Florida,17.0
Okeechobee,2021-04-03,Florida,13.5
Orange,2021-04-03,Florida,13.3
Osceola,2021-04-03,Florida,12.1
Palm Beach,2021-04-03,Florida,19.9
Pasco,2021-04-03,Florida,15.3
Pinellas,2021-04-03,Florida,19.5
Polk,2021-04-03,Florida,12.5
Putnam,2021-04-03,Florida,12.2
Santa Rosa,2021-04-03,Florida,14.7
Sarasota,2021-04-03,Florida,23.4
Seminole,2021-04-03,Florida,14.8
St. Johns,2021-04-03,Florida,24.6
St. Lucie,2021-04-03,Florida,17.7
Sumter,2021-04-03,Florida,44.4
Suwannee,2021-04-03,Florida,13.5
Taylor,2021-04-03,Florida,12.9
Union,2021-04-03,Florida,9.2
Volusia,2021-04-03,Florida,18.4
Wakulla,2021-04-03,Florida,15.8
Walton,2021-04-03,Florida,15.5
Washington,2021-04-03,Florida,9.8
Appling,2021-04-03,Georgia,2.3
Atkinson,2021-04-03,Georgia,1.7
Bacon,2021-04-03,Georgia,1.5
Baker,2021-04-03,Georgia,12.8
Baldwin,2021-04-03,Georgia,1.7
Banks,2021-04-03,Georgia,2.4
Barrow,2021-04-03,Georgia,3.7
Bartow,2021-04-03,Georgia,2.5
Ben Hill,2021-04-03,Georgia,2.4
Berrien,2021-04-03,Georgia,6.0
Bibb,2021-04-03,Georgia,6.0
Bleckley,2021-04-03,Georgia,1.5
Brantley,2021-04-03,Georgia,2.7
Brooks,2021-04-03,Georgia,12.4
Bryan,2021-04-03,Georgia,10.6
Bulloch,2021-04-03,Georgia,9.2
Burke,2021-04-03,Georgia,11.2
Butts,2021-04-03,Georgia,2.0
Calhoun,2021-04-03,Georgia,4.8
Camden,2021-04-03,Georgia,15.5
Candler,2021-04-03,Georgia,3.3
Carroll,2021-04-03,Georgia,5.4
Catoosa,2021-04-03,Georgia,2.8
Charlton,2021-04-03,Georgia,1.5
Chatham,2021-04-03,Georgia,17.4
Chattahoochee,2021-04-03,Georgia,71.7
Chattooga,2021-04-03,Georgia,1.8
Cherokee,2021-04-03,Georgia,8.1
Clarke,2021-04-03,Georgia,8.6
Clay,2021-04-03,Georgia,7.9
Clayton,2021-04-03,Georgia,2.4
Clinch,2021-04-03,Georgia,10.3
Cobb,2021-04-03,Georgia,9.1
Coffee,2021-04-03,Georgia,8.6
Colquitt,2021-04-03,Georgia,2.7
Columbia,2021-04-03,Georgia,7.9
Cook,2021-04-03,Georgia,14.2
Coweta,2021-04-03,Georgia,6.6
Crawford,2021-04-03,Georgia,5.0
Crisp,2021-04-03,Georgia,4.0
Dade,2021-04-03,Georgia,4.2
Dawson,2021-04-03,Georgia,1.3
Decatur,2021-04-03,Georgia,12.6
DeKalb,2021-04-03,Georgia,7.0
Dodge,2021-04-03,Georgia,1.8
Dooly,2021-04-03,Georgia,4.5
Dougherty,2021-04-03,Georgia,3.6
Douglas,2021-04-03,Georgia,5.2
Early,2021-04-03,Georgia,3.5
Echols,2021-04-03,Georgia,2.9
Effingham,2021-04-03,Georgia,6.5
Elbert,2021-04-03,Georgia,5.3
Emanuel,2021-04-03,Georgia,8.5
Evans,2021-04-03,Georgia,5.3
Fannin,2021-04-03,Georgia,6.4
Fayette,2021-04-03,Georgia,9.9
Floyd,2021-04-03,Georgia,1.8
Forsyth,2021-04-03,Georgia,3.7
Franklin,2021-04-03,Georgia,1.3
Fulton,2021-04-03,Georgia,6.3
Gilmer,2021-04-03,Georgia,2.4
Glascock,2021-04-03,Georgia,3.6
Glynn,2021-04-03,Georgia,21.4
Gordon,2021-04-03,Georgia,0.7
Grady,2021-04-03,Georgia,3.3
Greene,2021-04-03,Georgia,17.9
Gwinnett,2021-04-03,Georgia,5.3
Habersham,2021-04-03,Georgia,3.7
Hall,2021-04-03,Georgia,6.3
Hancock,2021-04-03,Georgia,1.7
Haralson,2021-04-03,Georgia,3.0
Harris,2021-04-03,Georgia,5.7
Hart,2021-04-03,Georgia,10.0
Heard,2021-04-03,Georgia,2.5
Henry,2021-04-03,Georgia,4.3
Houston,2021-04-03,Georgia,10.4
Irwin,2021-04-03,Georgia,3.2
Jackson,2021-04-03,Georgia,7.5
Jasper,2021-04-03,Georgia,4.0
Jeff Davis,2021-04-03,Georgia,1.6
Jefferson,2021-04-03,Georgia,8.7
Jenkins,2021-04-03,Georgia,6.5
Johnson,2021-04-03,Georgia,2.4
Jones,2021-04-03,Georgia,7.1
Lamar,2021-04-03,Georgia,2.8
Lanier,2021-04-03,Georgia,3.2
Laurens,2021-04-03,Georgia,8.1
Lee,2021-04-03,Georgia,1.7
Liberty,2021-04-03,Georgia,15.5
Lincoln,2021-04-03,Georgia,4.0
Long,2021-04-03,Georgia,0.9
Lowndes,2021-04-03,Georgia,8.7
Lumpkin,2021-04-03,Georgia,0.7
Macon,2021-04-03,Georgia,3.2
Madison,2021-04-03,Georgia,5.2
Marion,2021-04-03,Georgia,2.4
McDuffie,2021-04-03,Georgia,3.5
McIntosh,2021-04-03,Georgia,16.1
Meriwether,2021-04-03,Georgia,6.2
Miller,2021-04-03,Georgia,4.4
Mitchell,2021-04-03,Georgia,3.6
Monroe,2021-04-03,Georgia,1.5
Montgomery,2021-04-03,Georgia,6.0
Morgan,2021-04-03,Georgia,7.8
Murray,2021-04-03,Georgia,1.6
Muscogee,2021-04-03,Georgia,8.8
Newton,2021-04-03,Georgia,2.7
Oconee,2021-04-03,Georgia,10.0
Oglethorpe,2021-04-03,Georgia,9.2
Paulding,2021-04-03,Georgia,4.0
Peach,2021-04-03,Georgia,1.8
Pickens,2021-04-03,Georgia,3.8
Pierce,2021-04-03,Georgia,8.4
Pike,2021-04-03,Georgia,2.6
Polk,2021-04-03,Georgia,0.8
Pulaski,2021-04-03,Georgia,2.5
Putnam,2021-04-03,Georgia,2.7
Quitman,2021-04-03,Georgia,4.5
Rabun,2021-04-03,Georgia,9.9
Randolph,2021-04-03,Georgia,2.1
Richmond,2021-04-03,Georgia,11.3
Rockdale,2021-04-03,Georgia,1.8
Schley,2021-04-03,Georgia,2.0
Screven,2021-04-03,Georgia,11.9
Seminole,2021-04-03,Georgia,1.6
Spalding,2021-04-03,Georgia,2.4
Stephens,2021-04-03,Georgia,0.9
Stewart,2021-04-03,Georgia,5.7
Sumter,2021-04-03,Georgia,12.3
Talbot,2021-04-03,Georgia,9.0
Taliaferro,2021-04-03,Georgia,4.9
Tattnall,2021-04-03,Georgia,2.1
Taylor,2021-04-03,Georgia,9.7
Telfair,2021-04-03,Georgia,5.6
Terrell,2021-04-03,Georgia,3.8
Thomas,2021-04-03,Georgia,6.5
Tift,2021-04-03,Georgia,7.1
Toombs,2021-04-03,Georgia,3.0
Towns,2021-04-03,Georgia,1.7
Treutlen,2021-04-03,Georgia,2.6
Troup,2021-04-03,Georgia,4.1
Turner,2021-04-03,Georgia,5.2
Twiggs,2021-04-03,Georgia,1.4
Union,2021-04-03,Georgia,2.6
Upson,2021-04-03,Georgia,13.7
Walker,2021-04-03,Georgia,6.2
Walton,2021-04-03,Georgia,5.8
Ware,2021-04-03,Georgia,7.1
Warren,2021-04-03,Georgia,2.5
Washington,2021-04-03,Georgia,3.2
Wayne,2021-04-03,Georgia,11.4
Webster,2021-04-03,Georgia,4.0
Wheeler,2021-04-03,Georgia,2.3
White,2021-04-03,Georgia,1.2
Whitfield,2021-04-03,Georgia,5.0
Wilcox,2021-04-03,Georgia,2.7
Wilkes,2021-04-03,Georgia,4.4
Wilkinson,2021-04-03,Georgia,5.5
Worth,2021-04-03,Georgia,3.2
Hawaii,2021-04-03,Hawaii,
Honolulu,2021-04-03,Hawaii,
Kalawao,2021-04-03,Hawaii,
Kauai,2021-04-03,Hawaii,
Maui,2021-04-03,Hawaii,
Ada,2021-04-03,Idaho,21.2
Adams,2021-04-03,Idaho,16.3
Bannock,2021-04-03,Idaho,17.4
Bear Lake,2021-04-03,Idaho,20.7
Benewah,2021-04-03,Idaho,20.5
Bingham,2021-04-03,Idaho,16.1
Blaine,2021-04-03,Idaho,29.2
Boise,2021-04-03,Idaho,14.0
Bonner,2021-04-03,Idaho,18.8
Bonneville,2021-04-03,Idaho,15.9
Boundary,2021-04-03,Idaho,14.5
Butte,2021-04-03,Idaho,20.6
Camas,2021-04-03,Idaho,15.7
Canyon,2021-04-03,Idaho,12.8
Caribou,2021-04-03,Idaho,12.9
Cassia,2021-04-03,Idaho,10.8
Clark,2021-04-03,Idaho,9.6
Clearwater,2021-04-03,Idaho,16.4
Custer,2021-04-03,Idaho,20.9
Elmore,2021-04-03,Idaho,14.0
Franklin,2021-04-03,Idaho,13.0
Fremont,2021-04-03,Idaho,14.4
Gem,2021-04-03,Idaho,15.4
Gooding,2021-04-03,Idaho,12.8
Idaho,2021-04-03,Idaho,13.8
Jefferson,2021-04-03,Idaho,11.9
Jerome,2021-04-03,Idaho,12.1
Kootenai,2021-04-03,Idaho,19.5
Latah,2021-04-03,Idaho,19.9
Lemhi,2021-04-03,Idaho,22.2
Lewis,2021-04-03,Idaho,22.5
Lincoln,2021-04-03,Idaho,11.4
Madison,2021-04-03,Idaho,10.5
Minidoka,2021-04-03,Idaho,11.0
Nez Perce,2021-04-03,Idaho,20.6
Oneida,2021-04-03,Idaho,18.2
Owyhee,2021-04-03,Idaho,10.4
Payette,2021-04-03,Idaho,12.1
Power,2021-04-03,Idaho,19.4
Shoshone,2021-04-03,Idaho,22.1
Teton,2021-04-03,Idaho,18.5
Twin Falls,2021-04-03,Idaho,15.3
Valley,2021-04-03,Idaho,25.9
Washington,2021-04-03,Idaho,14.7
Adams,2021-04-03,Illinois,30.2
Alexander,2021-04-03,Illinois,11.8
Bond,2021-04-03,Illinois,19.9
Boone,2021-04-03,Illinois,15.0
Brown,2021-04-03,Illinois,16.5
Bureau,2021-04-03,Illinois,17.4
Calhoun,2021-04-03,Illinois,30.6
Carroll,2021-04-03,Illinois,21.5
Cass,2021-04-03,Illinois,26.0
Champaign,2021-04-03,Illinois,24.1
Christian,2021-04-03,Illinois,18.0
Clark,2021-04-03,Illinois,15.0
Clay,2021-04-03,Illinois,19.2
Clinton,2021-04-03,Illinois,20.7
Coles,2021-04-03,Illinois,15.7
Cook,2021-04-03,Illinois,16.4
Crawford,2021-04-03,Illinois,19.9
Cumberland,2021-04-03,Illinois,16.0
De Witt,2021-04-03,Illinois,19.0
DeKalb,2021-04-03,Illinois,12.8
Douglas,2021-04-03,Illinois,15.8
DuPage,2021-04-03,Illinois,18.2
Edgar,2021-04-03,Illinois,15.0
Edwards,2021-04-03,Illinois,20.3
Effingham,2021-04-03,Illinois,15.9
Fayette,2021-04-03,Illinois,13.0
Ford,2021-04-03,Illinois,20.8
Franklin,2021-04-03,Illinois,15.7
Fulton,2021-04-03,Illinois,19.0
Gallatin,2021-04-03,Illinois,23.0
Greene,2021-04-03,Illinois,22.6
Grundy,2021-04-03,Illinois,12.8
Hamilton,2021-04-03,Illinois,17.9
Hancock,2021-04-03,Illinois,23.3
Hardin,2021-04-03,Illinois,18.3
Henderson,2021-04-03,Illinois,14.9
Henry,2021-04-03,Illinois,19.3
Iroquois,2021-04-03,Illinois,18.7
Jackson,2021-04-03,Illinois,25.9
Jasper,2021-04-03,Illinois,16.0
Jefferson,2021-04-03,Illinois,17.9
Jersey,2021-04-03,Illinois,21.8
Jo Daviess,2021-04-03,Illinois,26.3
Johnson,2021-04-03,Illinois,15.8
Kane,2021-04-03,Illinois,15.2
Kankakee,2021-04-03,Illinois,12.6
Kendall,2021-04-03,Illinois,16.2
Knox,2021-04-03,Illinois,20.0
Lake,2021-04-03,Illinois,16.2
LaSalle,2021-04-03,Illinois,15.0
Lawrence,2021-04-03,Illinois,17.6
Lee,2021-04-03,Illinois,14.8
Livingston,2021-04-03,Illinois,15.6
Logan,2021-04-03,Illinois,21.9
Macon,2021-04-03,Illinois,16.2
Macoupin,2021-04-03,Illinois,19.7
Madison,2021-04-03,Illinois,21.6
Marion,2021-04-03,Illinois,14.6
Marshall,2021-04-03,Illinois,19.1
Mason,2021-04-03,Illinois,21.5
Massac,2021-04-03,Illinois,11.4
McDonough,2021-04-03,Illinois,18.5
McHenry,2021-04-03,Illinois,14.6
McLean,2021-04-03,Illinois,14.6
Menard,2021-04-03,Illinois,24.1
Mercer,2021-04-03,Illinois,21.6
Monroe,2021-04-03,Illinois,19.6
Montgomery,2021-04-03,Illinois,16.2
Morgan,2021-04-03,Illinois,21.3
Moultrie,2021-04-03,Illinois,17.4
Ogle,2021-04-03,Illinois,16.7
Peoria,2021-04-03,Illinois,22.1
Perry,2021-04-03,Illinois,17.7
Piatt,2021-04-03,Illinois,26.8
